10351	390	2961	18.8128	23.2484	1805	17.3084	9	520	15	73	21	6	1.14952e+06	5.95344e-05	0.2199	
10739	227	3027	17.0274	22.8653	1883	18.8017	5	530	8	75	31	6	1.34011e+06	5.49722e-05	0.2429	
11246	274	3029	23.0718	26.6478	1753	15.5597	7	525	15	57	66	6	1.09958e+06	5.91646e-05	0.266	
11140	387	3006	24.9781	25.1109	1876	17.0552	9	506	9	60	5	4	1.01286e+06	5.78838e-05	0.3735	
11284	246	3028	17.6253	20.8344	1746	18.8014	9	519	6	72	39	4	1.27497e+06	5.02412e-05	0.411	
10019	291	3018	16.348	23.2998	1739	18.0873	7	527	3	56	19	5	1.32181e+06	6.16333e-05	0.1261	
10974	367	2989	20.1226	28.2911	1804	15.8912	8	518	9	59	11	4	1.06626e+06	5.96872e-05	0.2513	
11010	226	3000	19.1165	20.6265	1715	16.3206	9	524	8	57	2	4	1.27795e+06	5.11614e-05	0.3683	
11031	339	3031	17.8899	21.6237	1737	14.4557	9	499	11	66	5	3	1.16995e+06	5.10178e-05	0.4428	
10454	376	2983	23.75	26.6768	1829	15.8383	6	528	12	59	3	5	1.06207e+06	6.36578e-05	0.2214	
10039	200	2965	20.8851	27.4169	1823	17.5397	5	523	2	55	7	3	1.29443e+06	6.72766e-05	0.1263	
10050	303	2976	23.1062	29.4707	1720	16.0505	4	522	14	65	18	4	1.13634e+06	7.21761e-05	0.154	
11360	244	2972	19.0202	21.7694	1810	14.8646	8	524	17	78	33	5	1.22991e+06	5.10438e-05	0.4002	
10663	321	3016	23.5449	29.2284	1845	18.8779	6	511	12	59	65	4	1.07288e+06	6.68405e-05	0.1972	
10457	328	3036	20.9063	30	1773	15.7219	4	527	5	74	4	5	1.11178e+06	6.5028e-05	0.172	
11360	301	2972	19.0202	21.7694	1796	14.8646	8	515	17	79	33	4	1.1557e+06	5.10517e-05	0.4342	
11002	336	2991	23.5162	23.2451	1763	18.9854	10	516	15	70	2	5	1.06094e+06	5.62715e-05	0.361	
10767	376	2990	23.75	26.6768	1863	15.8383	6	528	13	59	6	5	1.04051e+06	6.10054e-05	0.2506	
10980	298	2974	22.2475	26.504	1845	16.8908	8	520	15	69	21	4	1.08779e+06	5.90179e-05	0.2752	
10647	183	3004	24.8814	23.5254	1851	18.732	5	512	13	57	20	6	1.07556e+06	5.73592e-05	0.2927	
11144	387	3004	19.1166	27.564	1828	16.8126	8	516	12	77	16	5	1.07556e+06	5.73592e-05	0.2927	
11227	316	2992	15	26.0892	1832	15.8289	9	531	19	74	22	6	1.28298e+06	5.40921e-05	0.2661	
11171	321	3000	15.8463	27.1556	1739	17.5576	7	533	8	70	6	6	1.23071e+06	5.56576e-05	0.2463	
11146	333	3030	23.0495	22.1176	1900	16.9867	8	503	15	76	23	4	1.07847e+06	5.37577e-05	0.4238	
10748	311	3042	17.9084	23.2998	1765	18.4694	7	521	3	61	19	5	1.1929e+06	5.47975e-05	0.2792	
11372	316	2992	15	26.0892	1836	15.8289	9	531	18	73	29	4	1.27479e+06	5.34274e-05	0.2802	
11141	368	3037	17.3101	24.9432	1721	18.6787	6	517	14	68	31	5	1.15401e+06	5.4407e-05	0.2908	
11059	356	2955	20.2543	23.8408	1810	15.0719	8	515	14	64	43	5	1.09041e+06	5.5701e-05	0.3293	
11447	307	2950	21.295	28.8013	1889	15.9332	5	528	13	59	38	4	1.06809e+06	5.88547e-05	0.2853	
10994	335	2967	24.6929	27.8259	1777	15.7251	7	523	1	62	19	4	1.03443e+06	6.21157e-05	0.2737	
11215	330	2950	16.3533	24.7201	1848	15.0387	6	529	4	71	34	4	1.20538e+06	5.36423e-05	0.2907	
10440	364	3004	20.1805	29.6948	1809	14	5	519	4	63	5	3	1.10038e+06	6.4487e-05	0.179	
11416	258	2983	21.1237	22.5944	1799	16.4542	6	531	12	58	72	5	1.16466e+06	5.37201e-05	0.3237	
10969	343	3047	17.3095	21.8513	1747	14.0628	9	509	11	66	14	4	1.1892e+06	5.13558e-05	0.3828	
11466	338	3039	22.6902	28.3225	1828	16.0872	4	517	19	59	32	4	1.03849e+06	5.81869e-05	0.3399	
11466	338	3039	22.6902	29.1906	1818	16.0872	4	516	11	56	32	6	1.03892e+06	5.93718e-05	0.3293	
10470	364	3034	24.8062	29.6948	1737	14	5	522	4	67	5	3	1.05429e+06	6.71998e-05	0.219	
11199	320	3035	22.0418	20.1018	1827	17.3889	6	505	4	71	45	4	1.12379e+06	5.18995e-05	0.4637	
10039	243	2965	20.8851	28.5146	1790	17.5397	5	529	2	64	7	3	1.21725e+06	6.94011e-05	0.1481	
10831	309	2991	16.4565	24.5252	1858	15.3467	5	522	17	56	27	3	1.2365e+06	5.51876e-05	0.2367	
10454	376	2991	23.75	26.6768	1863	14.9844	6	528	12	59	6	5	1.06303e+06	6.35405e-05	0.231	
10281	400	2975	22.26	27.9956	1888	16.1317	5	533	11	66	45	3	1.08592e+06	6.79763e-05	0.1694	
11181	378	3015	21.4723	21.2938	1857	18.407	4	510	15	77	43	4	1.0897e+06	5.28206e-05	0.4019	
10341	283	3020	21.37	28.8463	1748	18.1687	9	515	5	60	67	4	1.1491e+06	6.88468e-05	0.1575	
11061	385	3027	21.4983	25.4552	1863	16.8054	10	511	20	74	41	6	1.04927e+06	5.71788e-05	0.3289	
11352	379	3026	21.1884	23.5147	1766	16.4926	5	499	14	78	32	4	1.06741e+06	5.34102e-05	0.4624	
11284	246	2989	17.6253	20.8344	1733	18.8014	9	519	6	63	37	4	1.2735e+06	5.05485e-05	0.4057	
10496	316	3031	21.6837	26.0309	1727	14.6907	10	520	13	62	75	5	1.11854e+06	6.4855e-05	0.172	
11405	368	3022	19.1515	23.7429	1889	15.1196	5	521	18	81	38	5	1.10237e+06	5.21458e-05	0.4153	
10481	364	3006	20.1805	29.6948	1826	14.0759	4	519	4	69	5	3	1.10034e+06	6.41026e-05	0.1929	
11227	316	3003	19.1213	26.7615	1830	16.7448	9	531	18	75	11	6	1.11062e+06	5.58441e-05	0.2625	
10957	396	3019	22.0987	26.4302	1881	16.4989	9	528	1	63	49	4	1.0651e+06	5.60099e-05	0.3624	
11413	311	2954	24.7353	23.2527	1843	18.7159	6	522	17	70	60	3	1.0651e+06	5.60099e-05	0.3624	
10746	345	2951	18.6216	23.4408	1721	14.7366	6	527	13	56	62	3	1.15322e+06	5.82954e-05	0.1998	
11323	271	3037	19.7535	22.3728	1890	16.8306	7	508	3	64	15	5	1.18135e+06	5.08776e-05	0.4323	
11089	301	3031	18.0593	20.9022	1763	16.2143	5	503	15	65	16	5	1.21227e+06	5.04541e-05	0.4289	
11432	392	3031	21.3026	24.521	1776	19	10	511	1	75	2	4	1.09868e+06	7.00624e-05	0.1615	
10200	321	3018	24.0414	29.2284	1833	18.8779	6	511	12	59	31	4	1.09868e+06	7.00624e-05	0.1615	
10619	338	3006	23.0226	22.6744	1760	14	9	528	2	67	75	6	1.09778e+06	6.15309e-05	0.2394	
11056	294	2952	17.736	22.6569	1706	16.4986	7	531	20	84	27	4	1.19634e+06	5.36826e-05	0.288	
10987	322	2950	17.7136	22.6362	1820	16.16	6	521	11	58	18	5	1.18416e+06	5.30335e-05	0.3332	
10985	387	3049	24.3612	29.9848	1708	18.2245	6	512	2	60	22	4	1.01421e+06	6.41643e-05	0.2767	
10829	369	3004	16.377	21.8513	1763	15.6837	9	509	12	62	40	4	1.22266e+06	5.34359e-05	0.3197	
11227	316	2992	18.512	26.0892	1811	16.8346	9	531	18	73	29	6	1.12951e+06	5.5537e-05	0.2501	
10616	264	2983	15.1394	24.8806	1743	16.2902	8	529	15	55	48	5	1.37673e+06	5.84556e-05	0.1831	
11496	271	3044	19.3183	20	1890	16.8306	7	508	3	64	52	5	1.21405e+06	4.87401e-05	0.5014	
10683	250	3037	21.4935	23.2876	1722	18.5142	8	524	19	60	61	5	1.18461e+06	5.95806e-05	0.1905	
10987	344	3007	24.1066	23.3176	1876	14.6951	9	528	4	62	60	6	1.0592e+06	5.81091e-05	0.2973	
11227	316	3010	19.1213	26.7615	1830	16.7448	7	531	18	75	8	6	1.11369e+06	5.56948e-05	0.2667	
11468	309	3031	20.4165	22.2214	1774	17.0178	5	503	15	65	60	4	1.132e+06	5.18645e-05	0.4768	
11381	336	3012	23.8998	23.2568	1867	18.9454	7	517	0	63	60	6	1.06122e+06	5.51846e-05	0.3882	
11358	249	3028	18.3585	20	1746	17.9516	9	519	6	71	45	4	1.2548e+06	4.95368e-05	0.4456	
11227	316	3003	19.1213	26.7736	1830	16.7448	9	531	18	75	8	6	1.11043e+06	5.57911e-05	0.2639	
11144	387	3018	20.7327	27.0933	1852	16.8126	8	516	12	77	16	5	1.04866e+06	5.73296e-05	0.3335	
11281	247	2950	18.6143	22.4084	1857	15.3362	9	531	15	57	48	6	1.22827e+06	5.25017e-05	0.3266	
11461	392	2981	19.1563	22.9322	1700	16.1982	7	520	17	79	54	6	1.09185e+06	5.25431e-05	0.3742	
11201	352	2987	19.4117	21.7151	1781	17.1301	10	520	17	59	49	4	1.11267e+06	5.26704e-05	0.3521	
10328	378	3019	18.3278	25.7082	1747	16.3116	4	516	12	58	42	5	1.17072e+06	6.21118e-05	0.1533	
10555	333	2992	24.7771	24.7787	1758	14.1876	7	528	16	60	62	6	1.07998e+06	6.45703e-05	0.1951	
10979	379	3030	22.4567	21.9733	1742	18.2773	7	503	18	68	38	4	1.07098e+06	5.527e-05	0.3727	
11462	338	3039	22.6902	28.3225	1814	16.0872	4	517	19	59	16	6	1.0417e+06	5.80552e-05	0.338	
11284	246	3028	17.6253	20.8344	1746	18.8014	9	519	7	66	45	4	1.27433e+06	5.04465e-05	0.4053	
10049	303	2976	22.6327	29.3754	1756	16.0505	4	522	14	65	18	6	1.14391e+06	7.17257e-05	0.1549	
11197	327	2992	16.2202	22.0299	1868	14.3108	8	523	13	59	62	6	1.23975e+06	5.19967e-05	0.3146	
11020	312	3041	21.4463	21.8766	1847	17.8725	5	517	3	62	69	5	1.12728e+06	5.52578e-05	0.3267	
11436	314	3010	21.4359	23.3297	1732	18.233	9	510	13	80	35	4	1.08684e+06	5.32595e-05	0.4402	
11289	226	2969	19.1165	21.1408	1745	15.947	9	524	9	57	9	4	1.26645e+06	5.04388e-05	0.4117	
10404	368	3037	17.3101	24.9432	1856	18.6787	6	528	16	65	37	5	1.20208e+06	6.00601e-05	0.1673	
10974	367	2989	20.1226	28.5218	1732	15.3104	5	518	7	59	3	4	1.07125e+06	6.00168e-05	0.245	
10468	226	3017	17.7126	21.935	1779	19	7	530	14	69	47	4	1.32698e+06	5.81193e-05	0.1853	
11026	380	3010	21.2766	25.9232	1743	15.2504	6	515	17	57	23	5	1.05737e+06	5.75705e-05	0.3034	
10733	400	2953	22.8016	28.5478	1870	14.594	7	511	11	68	9	5	1.03616e+06	6.30915e-05	0.2699	
11154	343	2990	22.6341	20.6056	1741	14.6337	5	527	15	68	15	5	1.09446e+06	5.24549e-05	0.4023	
11253	243	3028	16.5753	23.274	1739	14.0795	10	515	15	68	25	6	1.30132e+06	5.14774e-05	0.3528	
11112	328	3047	22.9588	22.5588	1825	16.2251	10	508	13	72	51	5	1.07953e+06	5.51602e-05	0.3816	
11011	322	2951	15.1113	20.0064	1820	16.16	6	519	11	58	21	5	1.32804e+06	4.97636e-05	0.3897	
11284	240	3018	17.8307	20.8344	1732	18.8014	9	519	6	67	39	4	1.27785e+06	5.04617e-05	0.4052	
11284	246	2969	17.6253	20.8344	1733	18.8014	9	519	6	73	39	4	1.27294e+06	5.08053e-05	0.4087	
11408	367	2971	21.4985	25.7609	1854	18.526	6	515	9	72	40	4	1.04605e+06	5.58285e-05	0.3965	
11046	381	3010	21.2766	26.2889	1741	15.2504	7	511	16	57	22	5	1.05362e+06	5.78603e-05	0.315	
11291	228	2986	22.731	21.1977	1865	17.0569	5	532	19	57	60	5	1.21832e+06	5.36021e-05	0.321	
10330	286	2955	17.8119	21.873	1701	14.747	4	529	14	80	8	5	1.25903e+06	5.77834e-05	0.2206	
10267	191	3033	23.2749	28.3305	1763	16.8284	6	534	13	56	20	5	1.27959e+06	6.74218e-05	0.1152	
10564	330	3004	22.9205	23.4674	1773	17.7266	5	527	18	75	42	5	1.1049e+06	6.09385e-05	0.2388	
10354	239	2979	16.7978	22.0594	1767	17.2185	6	528	18	63	53	6	1.35429e+06	5.95309e-05	0.1728	
10994	374	3044	22.4166	20.7348	1888	18.677	6	516	12	56	52	5	1.09161e+06	5.42358e-05	0.3476	
10303	400	2975	21.3106	27.3636	1862	18.3846	8	534	11	65	56	4	1.09964e+06	6.76453e-05	0.1717	
11164	325	3043	23.067	20.314	1887	18.8078	9	509	7	72	26	5	1.09997e+06	5.2203e-05	0.4309	
11287	290	2998	15.3612	22.7386	1769	15.5567	7	531	16	73	61	6	1.30712e+06	5.21975e-05	0.2827	
11039	369	2996	23.3695	29.888	1710	16.7033	8	505	9	85	27	3	1.01839e+06	6.36294e-05	0.2971	
10402	400	3028	20.1805	27.0972	1809	14.5334	4	522	7	67	13	3	1.10294e+06	6.1954e-05	0.1979	
10795	261	3033	22.0085	23.1297	1740	18.2972	5	532	4	56	53	3	1.15884e+06	5.81395e-05	0.2219	
10996	344	3030	17.8899	21.6237	1800	16.3952	9	499	12	66	5	5	1.17453e+06	5.11718e-05	0.422	
11024	269	2988	24.6231	27.6357	1757	14.1439	6	535	0	67	53	6	1.09728e+06	6.23908e-05	0.2334	
10981	333	2998	21.7982	22.0299	1761	14.1876	10	519	13	58	52	6	1.09398e+06	5.55432e-05	0.312	
10411	225	3050	19.4017	28.9386	1759	14	7	530	6	57	25	6	1.25223e+06	6.41725e-05	0.1339	
11284	322	2952	20.1885	22.809	1823	15.4979	8	524	19	85	29	4	1.10459e+06	5.29914e-05	0.3671	
11166	387	3018	19.1166	27.1054	1852	16.8459	8	516	12	77	16	5	1.07669e+06	5.65004e-05	0.3071	
11231	345	2970	18.6762	26.5991	1834	15.5443	6	527	11	67	56	4	1.11044e+06	5.70353e-05	0.2549	
11251	294	3032	18.7573	22.6569	1770	15.7043	9	515	20	84	27	4	1.16451e+06	5.18108e-05	0.3923	
11146	333	3030	23.0495	22.3236	1742	18.5826	8	503	8	76	19	4	1.0749e+06	5.4339e-05	0.4214	
11278	196	3001	16.2798	22.6253	1854	16.9648	5	527	20	65	37	5	1.42597e+06	5.15677e-05	0.3468	
11405	368	3022	19.1631	23.7429	1889	15.2965	5	521	18	81	38	5	1.10183e+06	5.2154e-05	0.4151	
11048	340	2993	16.8009	27.9508	1700	15.2243	8	526	0	66	15	3	1.17333e+06	5.77834e-05	0.2458	
10701	222	3025	19.515	22.5839	1740	15.6236	9	525	17	64	50	4	1.26522e+06	5.70646e-05	0.2225	
10927	344	3031	17.8899	21.6237	1774	14.0035	7	495	16	68	14	3	1.17729e+06	5.17518e-05	0.4191	
10970	303	2994	15.1192	26.7448	1816	18.5325	9	533	0	67	12	4	1.29268e+06	5.60475e-05	0.2352	
11227	316	2996	15	26.0892	1836	15.8289	9	530	18	73	29	6	1.28441e+06	5.42594e-05	0.2658	
11436	307	2985	22.5429	26.2721	1825	14.4382	5	534	12	62	30	4	1.06441e+06	5.6164e-05	0.3204	
10262	189	3014	19.7175	28.8907	1774	17.1351	9	530	15	61	12	4	1.32887e+06	6.5703e-05	0.1227	
10606	289	3036	22.768	25.5482	1870	17.5819	6	522	0	55	47	4	1.11579e+06	6.16409e-05	0.2164	
10246	393	2990	18.2384	27.5971	1803	14.0583	4	515	17	63	7	3	1.15816e+06	6.30398e-05	0.16	
11205	355	2952	19.3694	25.6035	1846	15.7677	8	524	19	85	48	4	1.08623e+06	5.6494e-05	0.2929	
10213	255	3020	23.8259	28.8463	1731	18.1687	9	507	5	59	67	4	1.15797e+06	7.17978e-05	0.1492	
11167	296	2963	22.9095	28.7527	1802	18.5039	8	531	11	59	44	5	1.06665e+06	6.17932e-05	0.2351	
11003	278	2994	15.0213	24.8806	1743	18.6255	7	529	19	76	48	4	1.34018e+06	5.58067e-05	0.2343	
10587	349	3017	22.6961	28.9729	1716	16.2347	7	519	7	69	4	4	1.06445e+06	6.42426e-05	0.2195	
11048	340	2993	17.58	28.1333	1720	15.1845	7	526	1	62	15	3	1.14426e+06	5.81937e-05	0.2457	
11004	303	2982	15.1192	26.7448	1816	18.5325	7	533	2	65	18	5	1.29565e+06	5.61482e-05	0.2344	
10229	274	3029	21.0271	29.941	1779	15.4452	6	518	2	63	26	4	1.1606e+06	6.7944e-05	0.1503	
11469	336	3003	18.7179	23.2593	1740	15.6538	10	519	0	65	56	3	1.12169e+06	5.22002e-05	0.3881	
11242	352	2989	19.4117	21.7151	1781	17.1301	10	520	17	59	49	4	1.11137e+06	5.23752e-05	0.3603	
11126	273	3031	20.1203	21.6513	1722	17.7598	8	524	19	60	58	5	1.17109e+06	5.36999e-05	0.3026	
10294	284	3009	20.7253	28.2203	1825	16.0383	9	514	11	60	28	5	1.15339e+06	6.55437e-05	0.1666	
10619	363	3010	21.2766	28.482	1758	15.2504	7	511	17	57	18	5	1.07386e+06	6.30358e-05	0.2145	
10742	396	3036	17.2223	21.3186	1757	16.7946	10	509	8	64	61	5	1.19238e+06	5.50479e-05	0.2889	
11306	355	2982	20.1885	22.809	1772	15.7677	8	524	19	85	48	4	1.08367e+06	5.34045e-05	0.3661	
10694	306	2979	22.4495	26.0882	1721	17.8942	6	515	19	59	56	5	1.10088e+06	6.28536e-05	0.2009	
11413	304	2950	23.4066	23.3763	1843	16.6461	6	524	17	69	62	3	1.07629e+06	5.5325e-05	0.3466	
10486	346	2974	24.6381	21.443	1731	18.5774	7	526	5	58	72	4	1.09768e+06	6.33272e-05	0.2097	
10835	345	2960	17.6321	20.3989	1823	18.8719	9	518	7	60	33	4	1.19179e+06	5.28569e-05	0.3309	
10882	392	2977	24.7497	23.2042	1754	17.5546	9	514	11	61	23	5	1.03333e+06	5.85789e-05	0.3384	
11171	321	3000	15.8463	28.421	1858	15.9617	8	533	17	68	6	6	1.22272e+06	5.67215e-05	0.2373	
11059	311	2999	23.583	25.0118	1882	15.0172	9	531	15	73	47	6	1.07067e+06	5.83499e-05	0.2831	
11346	360	3042	19.1453	23.4673	1721	17.1641	7	518	9	71	40	4	1.10544e+06	5.2521e-05	0.3731	
10475	375	2954	19.3512	21.2125	1720	15.6874	8	524	17	68	55	6	1.15282e+06	5.91716e-05	0.2072	
10030	334	3020	25	29.2284	1840	19	6	513	10	59	24	4	1.10203e+06	7.30887e-05	0.1759	
11315	241	3022	16.6363	21.9854	1767	17.6174	9	506	3	81	14	5	1.31742e+06	5.00025e-05	0.4695	
11409	340	2957	24.6911	29.9774	1721	15.8327	6	500	7	58	33	5	1.01785e+06	6.31712e-05	0.3652	
11222	336	2951	18.9829	20.2588	1716	14.3591	9	499	2	80	55	5	1.1559e+06	5.17893e-05	0.5047	
10895	207	2987	15.4787	20.165	1811	16.2624	8	522	5	70	14	6	1.47316e+06	5.06945e-05	0.3937	
10267	154	3029	23.3794	28.3305	1763	16.8284	6	534	12	56	20	5	1.40319e+06	6.79948e-05	0.1201	
10262	177	3014	19.7175	28.8907	1774	17.1351	7	530	15	61	12	4	1.36786e+06	6.57376e-05	0.126	
11278	196	2981	16.2798	22.6253	1854	16.9648	5	527	20	64	37	5	1.42528e+06	5.17464e-05	0.3466	
10339	287	3036	19.0054	25.4009	1887	15.4882	6	528	18	76	55	5	1.47316e+06	5.06945e-05	0.3937	
10230	177	3014	19.7175	29.049	1774	17.4471	7	530	15	61	12	4	1.36876e+06	6.62471e-05	0.1242	
10655	248	3004	15.3678	21.8205	1814	16.8886	8	521	5	63	69	3	1.39547e+06	5.6392e-05	0.2398	
10406	246	2982	16.7978	20.8412	1750	17.1832	6	528	18	79	53	6	1.34707e+06	5.86923e-05	0.2067	
11284	235	3010	17.6253	20.8344	1732	18.8014	8	517	6	72	39	4	1.29718e+06	5.04388e-05	0.419	
10039	200	2965	20.8851	25.1416	1789	17.5102	5	523	2	55	7	3	1.30418e+06	6.48466e-05	0.1392	
10161	294	2983	21.9134	28.3616	1807	17.6424	4	511	15	66	42	4	1.14647e+06	6.90894e-05	0.1623	
10458	207	3040	23.8066	27.1898	1790	14.9265	5	531	7	56	46	5	1.23115e+06	6.55523e-05	0.153	
10019	311	3039	17.9084	23.2998	1778	18.4694	7	521	5	61	19	5	1.24343e+06	6.24142e-05	0.1401	
10051	203	3047	17.2405	22.9577	1759	17.0178	7	528	15	60	32	5	1.41222e+06	6.182e-05	0.1473	
10994	335	2967	24.6929	27.8259	1783	15.7251	7	507	1	76	19	4	1.0369e+06	6.22161e-05	0.3285	
10183	300	3031	19.8599	28.4438	1792	15.8603	5	504	9	56	61	5	1.17726e+06	6.8157e-05	0.1603	
11315	241	3022	16.6515	21.9854	1767	18.7811	9	504	3	81	14	5	1.31739e+06	5.01354e-05	0.4753	
10354	360	3050	21.9425	28.9218	1884	15.8832	7	532	16	81	26	4	1.09415e+06	6.6379e-05	0.2001	
11496	271	3044	19.3183	22.3728	1890	16.8306	7	508	3	64	52	5	1.18984e+06	5.07074e-05	0.4869	
11306	278	2980	21.4848	20.7131	1883	16.1567	6	502	17	59	40	4	1.16257e+06	5.15703e-05	0.4595	
11350	281	3039	18.0699	22.369	1830	15.6653	4	505	5	65	18	6	1.22301e+06	5.02008e-05	0.4858	
10213	316	3020	24.468	29.2533	1748	14.8607	9	509	5	62	67	4	1.10217e+06	7.24165e-05	0.1686	
11030	386	3031	22.4059	29.8806	1709	14.0988	6	520	20	78	56	6	1.15798e+06	5.10934e-05	0.5017	
10662	387	3019	22.8494	29.7278	1791	17.0487	4	500	1	67	72	5	1.05573e+06	6.71096e-05	0.237	
10049	303	2976	23.1062	28.4233	1756	16.0505	4	522	14	65	18	6	1.14234e+06	7.09622e-05	0.162	
10112	325	2969	21.6105	29.7472	1784	18.7407	7	501	19	68	24	5	1.12163e+06	7.03482e-05	0.1631	
11476	314	3010	21.4359	23.3297	1733	18.233	9	509	13	82	35	4	1.08682e+06	5.30532e-05	0.4494	
10440	195	2966	20.4417	20.2335	1794	17.0198	8	534	6	58	65	4	1.34161e+06	5.96054e-05	0.1968	
11143	392	3033	21.3026	24.521	1761	18.6133	10	506	1	63	62	4	1.05532e+06	5.66958e-05	0.3709	
10213	255	3020	23.074	28.8463	1731	18.1687	9	507	5	60	67	4	1.16439e+06	7.12403e-05	0.1538	
10746	222	3011	18.6155	22.6698	1708	14.7016	9	529	6	60	36	5	1.28559e+06	5.56143e-05	0.2421	
10535	400	3006	18.6951	28.8576	1746	15.9936	9	530	15	78	20	5	1.12013e+06	6.33513e-05	0.1832	
10328	378	2987	19.6481	25.6329	1767	16.3116	9	519	10	65	39	5	1.12912e+06	6.30438e-05	0.1719	
10694	299	2992	22.4495	26.0882	1721	15.8243	5	515	19	59	56	5	1.1091e+06	6.25195e-05	0.2075	
11096	277	3001	15.2647	23.8115	1739	17.0307	4	528	0	77	7	5	1.32746e+06	5.22193e-05	0.2992	
11271	380	3041	18.9249	25.54	1859	18.5199	8	508	0	81	71	3	1.42528e+06	5.17464e-05	0.3466	
10390	292	2990	16.1625	21.084	1847	14.68	8	532	13	85	28	5	1.31292e+06	5.68602e-05	0.2309	
10165	275	3038	23.8761	29.7819	1758	14.2296	9	523	12	62	53	3	1.14045e+06	7.22439e-05	0.1543	
10491	335	3041	15.2891	23.8196	1726	14.1657	7	511	16	81	32	5	1.31119e+06	5.72902e-05	0.2372	
10699	361	3017	23.7543	28.1821	1732	18.8537	8	510	9	84	51	4	1.04644e+06	6.49815e-05	0.2546	
10964	290	3026	20.5927	27.8261	1752	15.9282	10	527	9	65	6	4	1.10986e+06	5.90214e-05	0.233	
10213	255	3020	23.7908	28.8463	1731	18.1687	9	507	5	62	67	4	1.1592e+06	7.1736e-05	0.1585	
10161	294	2983	21.9134	29.4107	1847	17.6424	4	506	17	66	42	4	1.14157e+06	7.01016e-05	0.1645	
10996	344	3031	16.6711	21.6237	1774	17.7148	10	499	12	63	5	3	1.21618e+06	5.08233e-05	0.4318	
10205	346	3009	23.8802	29.3273	1890	17.8802	8	520	4	62	26	4	1.08623e+06	6.96621e-05	0.1787	
10122	248	2963	24.9895	21.4928	1732	15.4984	4	529	13	82	44	6	1.26697e+06	6.02482e-05	0.1904	
10205	324	3009	23.8802	28.4428	1700	18.112	8	520	1	70	31	4	1.10128e+06	6.94975e-05	0.1778	
11214	262	2966	17.3407	21.755	1823	18.8719	9	518	4	60	33	4	1.25468e+06	5.13663e-05	0.4011	
11142	304	2992	23.2372	27.1556	1796	17.1161	7	534	5	68	32	5	1.06479e+06	5.94354e-05	0.2649	
10867	340	2980	19.4628	24.6168	1720	15.2243	7	526	4	64	15	3	1.11378e+06	5.63031e-05	0.2759	
10396	360	2974	24.6381	21.443	1900	18.5774	7	526	3	58	72	4	1.10083e+06	6.39672e-05	0.2346	
10664	308	3009	18.004	20.6511	1890	18.2844	9	509	15	66	2	4	1.21255e+06	5.24384e-05	0.381	
11315	331	3022	17.1829	21.9854	1767	18.7811	9	503	5	81	37	5	1.19595e+06	5.08906e-05	0.4702	
11284	246	3028	17.6253	20.8344	1746	18.8014	9	519	6	72	45	4	1.27447e+06	5.04719e-05	0.4084	
10937	294	2965	16.8532	22.0976	1829	18.7066	7	517	7	73	28	3	1.24024e+06	5.30138e-05	0.3501	
11325	313	3015	24.4027	26.0336	1746	14.7885	9	512	17	84	15	5	1.0441e+06	5.76901e-05	0.3794	
10213	255	3020	23.7908	28.8804	1739	18.1687	9	507	5	62	67	4	1.15907e+06	7.17515e-05	0.1592	
10543	262	2969	25	29.4403	1720	17.5599	9	533	7	62	10	4	1.114e+06	6.77736e-05	0.1757	
11048	208	2961	16.5415	21.2262	1893	15.2265	5	532	0	61	39	5	1.4065e+06	5.17786e-05	0.346	
10996	344	3031	20.694	21.6237	1768	14.8191	9	499	12	66	2	3	1.10464e+06	5.24742e-05	0.414	
11097	222	3028	17.6253	20.2254	1733	18.8014	9	516	6	69	44	4	1.33087e+06	5.12085e-05	0.3997	
11048	208	2961	16.5415	21.2262	1865	15.2265	6	532	0	61	39	5	1.40207e+06	5.18376e-05	0.342	
11400	311	2954	24.7353	26.8929	1843	18.8735	7	527	17	68	70	4	1.03993e+06	5.99449e-05	0.2912	
11200	277	3001	15.2647	23.8115	1739	17.0307	4	512	0	77	7	6	1.33168e+06	5.17866e-05	0.3767	
10385	317	2974	23.3273	28.9461	1855	15.7237	7	508	16	57	30	5	1.0902e+06	6.749e-05	0.1936	
10327	319	3009	23.1539	25.1401	1783	15.2379	5	522	4	58	28	3	1.10793e+06	6.35203e-05	0.2133	
10250	244	3039	24.2952	29.4326	1783	14.6789	8	512	6	57	58	4	1.16364e+06	7.10833e-05	0.1561	
11315	331	3022	16.6515	21.9854	1767	18.7811	9	504	3	81	36	5	1.21598e+06	5.06765e-05	0.4633	
10578	319	2979	17.4354	22.9158	1707	15.5421	5	535	3	79	52	4	1.22097e+06	5.87648e-05	0.2008	
11469	336	2992	18.4979	23.2593	1740	15.1683	4	514	0	65	56	3	1.14365e+06	5.2154e-05	0.4263	
11285	278	2978	22.3647	21.2299	1776	15.7815	9	522	2	61	49	4	1.13156e+06	5.31067e-05	0.3921	
10862	313	3012	17.0558	25.2258	1894	14.5905	5	514	20	66	22	4	1.20667e+06	5.54754e-05	0.2679	
10257	342	3003	23.3307	22.2113	1744	16.1728	5	525	12	59	53	4	1.121e+06	6.36456e-05	0.1825	
11448	304	3013	16.9472	26.6484	1714	16.2302	6	528	17	74	18	4	1.18581e+06	5.42182e-05	0.2935	
10238	282	3034	15.6544	20.039	1782	14.79	7	505	12	60	21	4	1.36808e+06	5.48065e-05	0.2787	
